1018264504,1018264504,1018264504,1018264504
1377396483,1377396483,1377396483,1377396483
1582484758,1582484758,1582484758,1582484758
-1489637677,-1489637677,-1489637677,-1489637677
-1742703264,-1742703264,-1742703264,-1742703264
-1781185920,-1781185920,-1781185920,-1781185920
-1984243407,-1984243407,-1984243407,-1984243407
2015878356,2015878356,2015878356,2015878356
18456910,18456910,18456910,18456910
-3326708,-3326708,-3326708,-3326708
-1723814418,-1723814418,-1723814418,-1723814418
-1976731264,-1976731264,-1976731264,-1976731264
-750593339,-750593339,-750593339,-750593339
1245873193,1245873193,1245873193,1245873193
1935780201,1935780201,1935780201,1935780201
-1525520050,-1525520050,-1525520050,-1525520050
990980897,990980897,990980897,990980897
-1434940223,-1434940223,-1434940223,-1434940223
1552753823,1552753823,1552753823,1552753823
1042445284,1042445284,1042445284,1042445284
1954619170,1954619170,1954619170,1954619170
-1456745575,-1456745575,-1456745575,-1456745575
937668876,937668876,937668876,937668876
-811571670,-811571670,-811571670,-811571670
-1048096017,-1048096017,-1048096017,-1048096017
-1900808393,-1900808393,-1900808393,-1900808393
-983099071,-983099071,-983099071,-983099071
-656339913,-656339913,-656339913,-656339913
-1606583264,-1606583264,-1606583264,-1606583264
-1527867162,-1527867162,-1527867162,-1527867162
-1037028964,-1037028964,-1037028964,-1037028964
811314928,811314928,811314928,811314928
2082570437,2082570437,2082570437,2082570437
1724359934,1724359934,1724359934,1724359934
-572197584,-572197584,-572197584,-572197584
253048868,253048868,253048868,253048868
-67571901,-67571901,-67571901,-67571901
-246167926,-246167926,-246167926,-246167926
-201974769,-201974769,-201974769,-201974769
-1848968258,-1848968258,-1848968258,-1848968258
657544023,657544023,657544023,657544023
-390428795,-390428795,-390428795,-390428795
-422904702,-422904702,-422904702,-422904702
1833778775,1833778775,1833778775,1833778775
1866524225,1866524225,1866524225,1866524225
768597935,768597935,768597935,768597935
1778795091,1778795091,1778795091,1778795091
-21286771,-21286771,-21286771,-21286771
1656545543,1656545543,1656545543,1656545543
-1459226232,-1459226232,-1459226232,-1459226232
1858397030,1858397030,1858397030,1858397030
-1876997972,-1876997972,-1876997972,-1876997972
1391998400,1391998400,1391998400,1391998400
218506585,218506585,218506585,218506585
-1670479382,-1670479382,-1670479382,-1670479382
-320320388,-320320388,-320320388,-320320388
-1256424671,-1256424671,-1256424671,-1256424671
907377707,907377707,907377707,907377707
-1955850751,-1955850751,-1955850751,-1955850751
1075535179,1075535179,1075535179,1075535179
-1005703480,-1005703480,-1005703480,-1005703480
1310131944,1310131944,1310131944,1310131944
-1130591500,-1130591500,-1130591500,-1130591500
1189318705,1189318705,1189318705,1189318705
1889238731,1889238731,1889238731,1889238731
347769478,347769478,347769478,347769478
-246545640,-246545640,-246545640,-246545640
-534380422,-534380422,-534380422,-534380422
-1944634606,-1944634606,-1944634606,-1944634606
-1344779353,-1344779353,-1344779353,-1344779353
2120986564,2120986564,2120986564,2120986564
80410392,80410392,80410392,80410392
-697023051,-697023051,-697023051,-697023051
-1926169679,-1926169679,-1926169679,-1926169679
1933611958,1933611958,1933611958,1933611958
-1058274671,-1058274671,-1058274671,-1058274671
-1738066308,-1738066308,-1738066308,-1738066308
802713434,802713434,802713434,802713434
-1090732228,-1090732228,-1090732228,-1090732228
-140875433,-140875433,-140875433,-140875433
-1408445398,-1408445398,-1408445398,-1408445398
-1880738768,-1880738768,-1880738768,-1880738768
-2036938095,-2036938095,-2036938095,-2036938095
1858327266,1858327266,1858327266,1858327266
352256127,352256127,352256127,352256127
476112248,476112248,476112248,476112248
-1136547946,-1136547946,-1136547946,-1136547946
1682361169,1682361169,1682361169,1682361169
-2079734009,-2079734009,-2079734009,-2079734009
1633503125,1633503125,1633503125,1633503125
553398677,553398677,553398677,553398677
945719755,945719755,945719755,945719755
1857375508,1857375508,1857375508,1857375508
-727479988,-727479988,-727479988,-727479988
109874864,109874864,109874864,109874864
88300716,88300716,88300716,88300716
2929983,2929983,2929983,2929983
552580094,552580094,552580094,552580094
-361448608,-361448608,-361448608,-361448608
-1958452672,-1958452672,-1958452672,-1958452672
1614039571,1614039571,1614039571,1614039571
27253974,27253974,27253974,27253974
1185092884,1185092884,1185092884,1185092884
-1682353340,-1682353340,-1682353340,-1682353340
-1439084869,-1439084869,-1439084869,-1439084869
1195866800,1195866800,1195866800,1195866800
-286826698,-286826698,-286826698,-286826698
2047279835,2047279835,2047279835,2047279835
489963154,489963154,489963154,489963154
-238786323,-238786323,-238786323,-238786323
-1490262458,-1490262458,-1490262458,-1490262458
-172244519,-172244519,-172244519,-172244519
771958667,771958667,771958667,771958667
1374602221,1374602221,1374602221,1374602221
-204034382,-204034382,-204034382,-204034382
-1005541942,-1005541942,-1005541942,-1005541942
787145529,787145529,787145529,787145529
2101413517,2101413517,2101413517,2101413517
47760215,47760215,47760215,47760215
-1818695612,-1818695612,-1818695612,-1818695612
-2137821616,-2137821616,-2137821616,-2137821616
-1556284858,-1556284858,-1556284858,-1556284858
2052628424,2052628424,2052628424,2052628424
2035011994,2035011994,2035011994,2035011994
-1064154427,-1064154427,-1064154427,-1064154427
30060917,30060917,30060917,30060917
207813213,207813213,207813213,207813213
1944093420,1944093420,1944093420,1944093420
1084935875,1084935875,1084935875,1084935875
-1366451770,-1366451770,-1366451770,-1366451770
-717992871,-717992871,-717992871,-717992871
1450499994,1450499994,1450499994,1450499994
