1929173912,1929173912,1929173912,1929173912
-414449323,-414449323,-414449323,-414449323
-1704380748,-1704380748,-1704380748,-1704380748
-1286432203,-1286432203,-1286432203,-1286432203
-408983880,-408983880,-408983880,-408983880
-1296035525,-1296035525,-1296035525,-1296035525
1599860684,1599860684,1599860684,1599860684
929512059,929512059,929512059,929512059
-2109799438,-2109799438,-2109799438,-2109799438
-1193130517,-1193130517,-1193130517,-1193130517
-1909235010,-1909235010,-1909235010,-1909235010
-1926959343,-1926959343,-1926959343,-1926959343
446913705,446913705,446913705,446913705
1465295494,1465295494,1465295494,1465295494
-368360761,-368360761,-368360761,-368360761
-1764338599,-1764338599,-1764338599,-1764338599
1368000524,1368000524,1368000524,1368000524
-1551986023,-1551986023,-1551986023,-1551986023
-240192243,-240192243,-240192243,-240192243
-1703486189,-1703486189,-1703486189,-1703486189
-1544028228,-1544028228,-1544028228,-1544028228
-1736858613,-1736858613,-1736858613,-1736858613
-1170977427,-1170977427,-1170977427,-1170977427
1675190587,1675190587,1675190587,1675190587
1489668093,1489668093,1489668093,1489668093
-2017613822,-2017613822,-2017613822,-2017613822
1908991610,1908991610,1908991610,1908991610
-1931541191,-1931541191,-1931541191,-1931541191
-497217362,-497217362,-497217362,-497217362
1079049982,1079049982,1079049982,1079049982
826678359,826678359,826678359,826678359
1904033401,1904033401,1904033401,1904033401
-1677379179,-1677379179,-1677379179,-1677379179
-882345516,-882345516,-882345516,-882345516
-134573546,-134573546,-134573546,-134573546
1435450172,1435450172,1435450172,1435450172
-1079169268,-1079169268,-1079169268,-1079169268
1151968035,1151968035,1151968035,1151968035
1622258518,1622258518,1622258518,1622258518
-21857645,-21857645,-21857645,-21857645
637967363,637967363,637967363,637967363
-1131030308,-1131030308,-1131030308,-1131030308
797839394,797839394,797839394,797839394
340004699,340004699,340004699,340004699
1179524803,1179524803,1179524803,1179524803
1527986297,1527986297,1527986297,1527986297
-1118008119,-1118008119,-1118008119,-1118008119
-2046760760,-2046760760,-2046760760,-2046760760
-1353829244,-1353829244,-1353829244,-1353829244
157710954,157710954,157710954,157710954
155135023,155135023,155135023,155135023
-1153830059,-1153830059,-1153830059,-1153830059
1495551025,1495551025,1495551025,1495551025
1286105258,1286105258,1286105258,1286105258
-1033792941,-1033792941,-1033792941,-1033792941
259599605,259599605,259599605,259599605
1820452515,1820452515,1820452515,1820452515
-314417971,-314417971,-314417971,-314417971
1276029945,1276029945,1276029945,1276029945
1516296777,1516296777,1516296777,1516296777
-448397818,-448397818,-448397818,-448397818
-2092968900,-2092968900,-2092968900,-2092968900
-1821092763,-1821092763,-1821092763,-1821092763
467066613,467066613,467066613,467066613
-1498109450,-1498109450,-1498109450,-1498109450
-1783937712,-1783937712,-1783937712,-1783937712
885469415,885469415,885469415,885469415
104579870,104579870,104579870,104579870
1290408885,1290408885,1290408885,1290408885
-699878768,-699878768,-699878768,-699878768
456541253,456541253,456541253,456541253
1264615692,1264615692,1264615692,1264615692
-449209816,-449209816,-449209816,-449209816
818257153,818257153,818257153,818257153
893006629,893006629,893006629,893006629
-1264286210,-1264286210,-1264286210,-1264286210
297699225,297699225,297699225,297699225
2059667019,2059667019,2059667019,2059667019
-1859316935,-1859316935,-1859316935,-1859316935
477727783,477727783,477727783,477727783
-462089449,-462089449,-462089449,-462089449
2073178595,2073178595,2073178595,2073178595
128593010,128593010,128593010,128593010
-513160806,-513160806,-513160806,-513160806
-1868284706,-1868284706,-1868284706,-1868284706
404244172,404244172,404244172,404244172
-1918963974,-1918963974,-1918963974,-1918963974
989892760,989892760,989892760,989892760
-152211279,-152211279,-152211279,-152211279
589306914,589306914,589306914,589306914
-829067878,-829067878,-829067878,-829067878
-765091212,-765091212,-765091212,-765091212
1389254088,1389254088,1389254088,1389254088
1772416301,1772416301,1772416301,1772416301
597422331,597422331,597422331,597422331
-468250049,-468250049,-468250049,-468250049
-951276125,-951276125,-951276125,-951276125
-654325270,-654325270,-654325270,-654325270
1342715831,1342715831,1342715831,1342715831
-1261232885,-1261232885,-1261232885,-1261232885
-295661562,-295661562,-295661562,-295661562
-1499181659,-1499181659,-1499181659,-1499181659
140246847,140246847,140246847,140246847
856107765,856107765,856107765,856107765
602897615,602897615,602897615,602897615
-573882773,-573882773,-573882773,-573882773
2108046841,2108046841,2108046841,2108046841
-1055474982,-1055474982,-1055474982,-1055474982
559974262,559974262,559974262,559974262
-689897769,-689897769,-689897769,-689897769
1179532771,1179532771,1179532771,1179532771
-1045646296,-1045646296,-1045646296,-1045646296
343265180,343265180,343265180,343265180
1815309803,1815309803,1815309803,1815309803
911469766,911469766,911469766,911469766
-1242725351,-1242725351,-1242725351,-1242725351
-1963339967,-1963339967,-1963339967,-1963339967
1155392310,1155392310,1155392310,1155392310
-1740429838,-1740429838,-1740429838,-1740429838
1103645331,1103645331,1103645331,1103645331
-1179051259,-1179051259,-1179051259,-1179051259
1757044872,1757044872,1757044872,1757044872
318088561,318088561,318088561,318088561
-1329219954,-1329219954,-1329219954,-1329219954
-450201296,-450201296,-450201296,-450201296
1718820108,1718820108,1718820108,1718820108
-1766348244,-1766348244,-1766348244,-1766348244
1868367183,1868367183,1868367183,1868367183
1377497484,1377497484,1377497484,1377497484
613699193,613699193,613699193,613699193
-1262803796,-1262803796,-1262803796,-1262803796
-1742749240,-1742749240,-1742749240,-1742749240
