-1461525806,-1461525806,-1461525806,-1461525806
1153702895,1153702895,1153702895,1153702895
-287169194,-287169194,-287169194,-287169194
-2020715175,-2020715175,-2020715175,-2020715175
1638815306,1638815306,1638815306,1638815306
1995921914,1995921914,1995921914,1995921914
567659280,567659280,567659280,567659280
-1975015986,-1975015986,-1975015986,-1975015986
-1263856471,-1263856471,-1263856471,-1263856471
1335776076,1335776076,1335776076,1335776076
-84707163,-84707163,-84707163,-84707163
875294027,875294027,875294027,875294027
-712556643,-712556643,-712556643,-712556643
1446533965,1446533965,1446533965,1446533965
1476923223,1476923223,1476923223,1476923223
1114281144,1114281144,1114281144,1114281144
557081876,557081876,557081876,557081876
1538975652,1538975652,1538975652,1538975652
-16320359,-16320359,-16320359,-16320359
2075473261,2075473261,2075473261,2075473261
261711562,261711562,261711562,261711562
-1074313096,-1074313096,-1074313096,-1074313096
-2053707634,-2053707634,-2053707634,-2053707634
1950441586,1950441586,1950441586,1950441586
1835117680,1835117680,1835117680,1835117680
239012167,239012167,239012167,239012167
10468012,10468012,10468012,10468012
369118890,369118890,369118890,369118890
1560633828,1560633828,1560633828,1560633828
-1701402533,-1701402533,-1701402533,-1701402533
-1749003543,-1749003543,-1749003543,-1749003543
-1467708565,-1467708565,-1467708565,-1467708565
-1260328729,-1260328729,-1260328729,-1260328729
768996226,768996226,768996226,768996226
2065221071,2065221071,2065221071,2065221071
315451168,315451168,315451168,315451168
-249081300,-249081300,-249081300,-249081300
1729393240,1729393240,1729393240,1729393240
-48438479,-48438479,-48438479,-48438479
160083748,160083748,160083748,160083748
-1609166150,-1609166150,-1609166150,-1609166150
-115805273,-115805273,-115805273,-115805273
1126528738,1126528738,1126528738,1126528738
-1422386369,-1422386369,-1422386369,-1422386369
-833218150,-833218150,-833218150,-833218150
1102868468,1102868468,1102868468,1102868468
493981976,493981976,493981976,493981976
1346567818,1346567818,1346567818,1346567818
1570166027,1570166027,1570166027,1570166027
-127852313,-127852313,-127852313,-127852313
-884046619,-884046619,-884046619,-884046619
2120604295,2120604295,2120604295,2120604295
928929135,928929135,928929135,928929135
557741414,557741414,557741414,557741414
-1316464317,-1316464317,-1316464317,-1316464317
-683404169,-683404169,-683404169,-683404169
1815362844,1815362844,1815362844,1815362844
1317534492,1317534492,1317534492,1317534492
1915277098,1915277098,1915277098,1915277098
1264506526,1264506526,1264506526,1264506526
-1796822503,-1796822503,-1796822503,-1796822503
344620756,344620756,344620756,344620756
-1789916521,-1789916521,-1789916521,-1789916521
-1688188045,-1688188045,-1688188045,-1688188045
-135700886,-135700886,-135700886,-135700886
1075881514,1075881514,1075881514,1075881514
-2122669421,-2122669421,-2122669421,-2122669421
-1584530621,-1584530621,-1584530621,-1584530621
-1177242849,-1177242849,-1177242849,-1177242849
-271976453,-271976453,-271976453,-271976453
-15649002,-15649002,-15649002,-15649002
-500392124,-500392124,-500392124,-500392124
-1172517628,-1172517628,-1172517628,-1172517628
1799487326,1799487326,1799487326,1799487326
-2046714063,-2046714063,-2046714063,-2046714063
840778337,840778337,840778337,840778337
-2140318699,-2140318699,-2140318699,-2140318699
134575312,134575312,134575312,134575312
1677060722,1677060722,1677060722,1677060722
-1509108044,-1509108044,-1509108044,-1509108044
264458871,264458871,264458871,264458871
-1373187839,-1373187839,-1373187839,-1373187839
-644124872,-644124872,-644124872,-644124872
-586005781,-586005781,-586005781,-586005781
-1086014993,-1086014993,-1086014993,-1086014993
1635335122,1635335122,1635335122,1635335122
1236709994,1236709994,1236709994,1236709994
779175514,779175514,779175514,779175514
-259996006,-259996006,-259996006,-259996006
-374398124,-374398124,-374398124,-374398124
-654172615,-654172615,-654172615,-654172615
-1936062648,-1936062648,-1936062648,-1936062648
1096417050,1096417050,1096417050,1096417050
-1770287932,-1770287932,-1770287932,-1770287932
1388558749,1388558749,1388558749,1388558749
714671333,714671333,714671333,714671333
-1909211073,-1909211073,-1909211073,-1909211073
36780181,36780181,36780181,36780181
151600830,151600830,151600830,151600830
1208867612,1208867612,1208867612,1208867612
1637177614,1637177614,1637177614,1637177614
-1130879654,-1130879654,-1130879654,-1130879654
-1724829417,-1724829417,-1724829417,-1724829417
-903869923,-903869923,-903869923,-903869923
-1030069197,-1030069197,-1030069197,-1030069197
94912434,94912434,94912434,94912434
1579051812,1579051812,1579051812,1579051812
523495207,523495207,523495207,523495207
-69223804,-69223804,-69223804,-69223804
-803630082,-803630082,-803630082,-803630082
1753151858,1753151858,1753151858,1753151858
2020134220,2020134220,2020134220,2020134220
-642054475,-642054475,-642054475,-642054475
119658521,119658521,119658521,119658521
-1650755621,-1650755621,-1650755621,-1650755621
1025123013,1025123013,1025123013,1025123013
-1883975641,-1883975641,-1883975641,-1883975641
905100209,905100209,905100209,905100209
-1132512433,-1132512433,-1132512433,-1132512433
1293380902,1293380902,1293380902,1293380902
1191346917,1191346917,1191346917,1191346917
2081897348,2081897348,2081897348,2081897348
-2049823389,-2049823389,-2049823389,-2049823389
-411698440,-411698440,-411698440,-411698440
-1419462882,-1419462882,-1419462882,-1419462882
-1022844158,-1022844158,-1022844158,-1022844158
862660567,862660567,862660567,862660567
-594161282,-594161282,-594161282,-594161282
-719474560,-719474560,-719474560,-719474560
1336939183,1336939183,1336939183,1336939183
137395533,137395533,137395533,137395533
-1527106404,-1527106404,-1527106404,-1527106404
